Census Tract,Year,House Total,Under 50K,50K-100K,100K-250K,250K-500K,500K-1M,1M-1.5M,1.5M-2M,2M+,Education Total,No Formal Education,Elementary School,Middle School,High School,Some college/no degree,Bachelor's degree,Graduate Degree
"Census Tract 7.01, Multnomah County, Oregon",2019.0,1307.0,0.0,0.0,0.064269319,0.745983168,0.189747513,0.0,0.0,0.0,3451.0,0.015937409,0.011301072,0.015068096,0.135612866,0.319327731,0.339321936,0.16343089
"Census Tract 7.02, Multnomah County, Oregon",2019.0,1330.0,0.0,0.0,0.126315789,0.797744361,0.062406015,0.013533835,0.0,0.0,4254.0,0.030324401,0.005171603,0.009402915,0.203573108,0.295956747,0.272214386,0.183356841
"Census Tract 8.01, Multnomah County, Oregon",2019.0,1202.0,0.0,0.0,0.105657238,0.519966722,0.37437604,0.0,0.0,0.0,3984.0,0.023092369,0.0,0.003012048,0.129016064,0.285140562,0.31752008,0.242218876
"Census Tract 8.02, Multnomah County, Oregon",2019.0,894.0,0.015659955,0.021252796,0.074944072,0.705816555,0.182326622,0.0,0.0,0.0,3852.0,0.00674974,0.0,0.030114226,0.160955348,0.310228453,0.326583593,0.16536864
"Census Tract 9.01, Multnomah County, Oregon",2019.0,1073.0,0.0,0.0,0.029822926,0.328984157,0.637465051,0.003727866,0.0,0.0,3743.0,0.004808977,0.0,0.006679134,0.069997328,0.182741117,0.423724285,0.312049158
"Census Tract 9.02, Multnomah County, Oregon",2019.0,766.0,0.018276762,0.0,0.016971279,0.788511749,0.176240209,0.0,0.0,0.0,3624.0,0.008278146,0.008830022,0.017660044,0.174116998,0.303532009,0.319260486,0.168322296
"Census Tract 10, Multnomah County, Oregon",2019.0,1147.0,0.0,0.010462075,0.030514385,0.517872711,0.441150828,0.0,0.0,0.0,4880.0,0.008401639,0.0,0.007991803,0.126229508,0.259836066,0.339754098,0.257786885
"Census Tract 11.01, Multnomah County, Oregon",2019.0,162.0,0.037037037,0.0,0.0,0.37654321,0.543209877,0.043209877,0.0,0.0,2461.0,0.0073141,0.0,0.006907761,0.172287688,0.296221048,0.337261276,0.180008127
"Census Tract 11.02, Multnomah County, Oregon",2019.0,290.0,0.0,0.0,0.024137931,0.313793103,0.6,0.062068966,0.0,0.0,1164.0,0.0,0.0,0.0,0.073024055,0.257731959,0.403780069,0.265463918
"Census Tract 12.01, Multnomah County, Oregon",2019.0,317.0,0.0,0.05362776,0.141955836,0.249211356,0.511041009,0.044164038,0.0,0.0,4339.0,0.005761696,0.0,0.001843743,0.100944918,0.272182531,0.401014059,0.218253054
"Census Tract 12.02, Multnomah County, Oregon",2019.0,1027.0,0.019474197,0.008763389,0.028237585,0.185978578,0.687439143,0.05744888,0.0,0.012658228,2882.0,0.0,0.003469813,0.0,0.075294934,0.187022901,0.394517696,0.339694656
"Census Tract 13.01, Multnomah County, Oregon",2019.0,713.0,0.009817672,0.0,0.053295933,0.465638149,0.471248247,0.0,0.0,0.0,3360.0,0.010119048,0.001488095,0.001488095,0.077380952,0.235119048,0.410119048,0.264285714
"Census Tract 13.02, Multnomah County, Oregon",2019.0,819.0,0.0,0.008547009,0.013431013,0.290598291,0.687423687,0.0,0.0,0.0,2724.0,0.008810573,0.0,0.0,0.061306902,0.188693098,0.422173275,0.319016153
"Census Tract 14, Multnomah County, Oregon",2019.0,1308.0,0.040519878,0.0,0.029051988,0.490061162,0.440366972,0.0,0.0,0.0,4710.0,0.010191083,0.0,0.008492569,0.103397028,0.269214437,0.357112527,0.251592357
"Census Tract 15, Multnomah County, Oregon",2019.0,1037.0,0.0,0.0,0.037608486,0.31340405,0.609450338,0.027965284,0.011571842,0.0,2602.0,0.001921599,0.0,0.0,0.064950038,0.277478862,0.311299001,0.3443505
"Census Tract 16.01, Multnomah County, Oregon",2019.0,1559.0,0.008338679,0.011545863,0.047466325,0.433611289,0.454778704,0.017318794,0.026940346,0.0,5021.0,0.004182434,0.001194981,0.015933081,0.196574388,0.275443139,0.314678351,0.191993627
"Census Tract 16.02, Multnomah County, Oregon",2019.0,1148.0,0.068815331,0.0,0.209930314,0.654181185,0.054006969,0.006968641,0.006097561,0.0,3419.0,0.008189529,0.013454226,0.003217315,0.253290436,0.337233109,0.27113191,0.113483475
"Census Tract 17.01, Multnomah County, Oregon",2019.0,1876.0,0.0,0.0,0.10021322,0.722814499,0.176972281,0.0,0.0,0.0,5160.0,0.017635659,0.002713178,0.003682171,0.16627907,0.293992248,0.322286822,0.193410853
"Census Tract 17.02, Multnomah County, Oregon",2019.0,872.0,0.0,0.0,0.262614679,0.714449541,0.02293578,0.0,0.0,0.0,3039.0,0.03224745,0.000329056,0.044751563,0.22112537,0.369200395,0.223757815,0.108588351
"Census Tract 18.01, Multnomah County, Oregon",2019.0,698.0,0.0,0.0,0.034383954,0.697707736,0.267908309,0.0,0.0,0.0,3719.0,0.016940038,0.011831137,0.009948911,0.202742673,0.291476203,0.296047325,0.171013713
"Census Tract 18.02, Multnomah County, Oregon",2019.0,851.0,0.0,0.0,0.055229142,0.293772033,0.601645123,0.049353702,0.0,0.0,3099.0,0.0,0.0,0.0,0.123910939,0.292352372,0.364633753,0.219102936
"Census Tract 19, Multnomah County, Oregon",2019.0,1509.0,0.0,0.0,0.006626905,0.097415507,0.758117959,0.082173625,0.031809145,0.023856859,3650.0,0.0,0.003013699,0.001643836,0.083013699,0.151780822,0.404931507,0.355616438
"Census Tract 20, Multnomah County, Oregon",2019.0,821.0,0.0,0.0,0.088915956,0.28501827,0.588306943,0.021924482,0.015834348,0.0,5658.0,0.003004595,0.000353482,0.0,0.07882644,0.213679745,0.460056557,0.24407918
"Census Tract 21, Multnomah County, Oregon",2019.0,172.0,0.0,0.0,0.0,0.389534884,0.610465116,0.0,0.0,0.0,2441.0,0.0,0.0,0.008193363,0.139696846,0.288406391,0.436706268,0.126997132
"Census Tract 22.03, Multnomah County, Oregon",2019.0,707.0,0.0,0.00990099,0.014144272,0.356435644,0.619519095,0.0,0.0,0.0,3596.0,0.008064516,0.0,0.011679644,0.130978865,0.205506118,0.355116796,0.28865406
"Census Tract 23.03, Multnomah County, Oregon",2019.0,161.0,0.0,0.0,0.080745342,0.49689441,0.422360248,0.0,0.0,0.0,2417.0,0.003723624,0.0,0.0,0.124120811,0.295821266,0.396359123,0.179975176
"Census Tract 24.01, Multnomah County, Oregon",2019.0,904.0,0.0,0.0,0.033185841,0.107300885,0.762168142,0.085176991,0.012168142,0.0,2060.0,0.0,0.0,0.004854369,0.090291262,0.200970874,0.320873786,0.383009709
"Census Tract 24.02, Multnomah County, Oregon",2019.0,571.0,0.0,0.0,0.056042032,0.471103327,0.430823117,0.042031524,0.0,0.0,2959.0,0.0,0.0,0.0,0.106116931,0.229807367,0.38154782,0.282527881
"Census Tract 25.01, Multnomah County, Oregon",2019.0,1574.0,0.0,0.0,0.011435832,0.088310038,0.797331639,0.076238882,0.020965693,0.005717916,3341.0,0.002993116,0.00179587,0.002095181,0.06614786,0.112241844,0.373840168,0.440885962
"Census Tract 25.02, Multnomah County, Oregon",2019.0,762.0,0.022309711,0.0,0.098425197,0.234908136,0.547244094,0.07480315,0.0,0.022309711,3939.0,0.008631632,0.0,0.003554202,0.086062452,0.192942371,0.46788525,0.240924092
"Census Tract 26, Multnomah County, Oregon",2019.0,957.0,0.014629049,0.0,0.0,0.175548589,0.756530825,0.053291536,0.0,0.0,1937.0,0.0,0.0,0.0,0.023231802,0.167268973,0.416623645,0.392875581
"Census Tract 27.01, Multnomah County, Oregon",2019.0,1175.0,0.007659574,0.0,0.020425532,0.193191489,0.685957447,0.092765957,0.0,0.0,2330.0,0.0,0.0,0.0,0.064806867,0.145064378,0.465236052,0.324892704
"Census Tract 27.02, Multnomah County, Oregon",2019.0,558.0,0.0,0.0,0.017921147,0.417562724,0.564516129,0.0,0.0,0.0,2600.0,0.008461538,0.006153846,0.0,0.173461538,0.209615385,0.364615385,0.237692308
"Census Tract 28.01, Multnomah County, Oregon",2019.0,1014.0,0.0,0.016765286,0.00887574,0.451676529,0.507889546,0.014792899,0.0,0.0,2229.0,0.013010319,0.0,0.0,0.111260655,0.232839838,0.378645132,0.264244056
"Census Tract 28.02, Multnomah County, Oregon",2019.0,976.0,0.0,0.0,0.013319672,0.547131148,0.43954918,0.0,0.0,0.0,2626.0,0.001142422,0.008377761,0.0,0.124143184,0.26770754,0.353008378,0.245620716
"Census Tract 29.01, Multnomah County, Oregon",2019.0,1374.0,0.006550218,0.00727802,0.0713246,0.788209607,0.120815138,0.0,0.0,0.005822416,3670.0,0.025340599,0.001907357,0.0,0.200817439,0.277111717,0.26866485,0.226158038
"Census Tract 29.02, Multnomah County, Oregon",2019.0,1830.0,0.026229508,0.013114754,0.050273224,0.719125683,0.183060109,0.0,0.008196721,0.0,4314.0,0.032916087,0.0,0.0,0.163885025,0.290217895,0.328697265,0.184283727
"Census Tract 29.03, Multnomah County, Oregon",2019.0,1265.0,0.030039526,0.019762846,0.167588933,0.776284585,0.006324111,0.0,0.0,0.0,3897.0,0.003849115,0.02181165,0.004105722,0.308955607,0.324095458,0.247113164,0.090069284
"Census Tract 30, Multnomah County, Oregon",2019.0,1693.0,0.008269344,0.0,0.030714708,0.479031305,0.481984643,0.0,0.0,0.0,3826.0,0.01228437,0.0,0.004443283,0.096968113,0.266596968,0.329848406,0.28985886
"Census Tract 31, Multnomah County, Oregon",2019.0,1385.0,0.025270758,0.0,0.024548736,0.310469314,0.602166065,0.027436823,0.0,0.010108303,3945.0,0.0,0.0,0.002281369,0.122686946,0.1878327,0.383269962,0.303929024
"Census Tract 32, Multnomah County, Oregon",2019.0,1281.0,0.020296643,0.0,0.015612802,0.31459797,0.635441062,0.014051522,0.0,0.0,3410.0,0.004692082,0.0,0.006451613,0.086510264,0.153665689,0.367741935,0.380938416
"Census Tract 33.01, Multnomah County, Oregon",2019.0,603.0,0.0,0.0,0.028192371,0.64013267,0.331674959,0.0,0.0,0.0,2523.0,0.015061435,0.020610384,0.0,0.1843044,0.27705113,0.307966706,0.195005945
"Census Tract 33.02, Multnomah County, Oregon",2019.0,742.0,0.0,0.014824798,0.0,0.467654987,0.493261456,0.02425876,0.0,0.0,2642.0,0.002271007,0.0,0.018546556,0.174867525,0.251703255,0.284632854,0.267978804
"Census Tract 34.01, Multnomah County, Oregon",2019.0,867.0,0.01384083,0.023068051,0.011534025,0.411764706,0.523644752,0.0,0.0,0.016147636,2700.0,0.018148148,0.0,0.001111111,0.159259259,0.208148148,0.330740741,0.282592593
"Census Tract 34.02, Multnomah County, Oregon",2019.0,495.0,0.056565657,0.0,0.018181818,0.486868687,0.438383838,0.0,0.0,0.0,3350.0,0.009253731,0.0,0.008656716,0.125671642,0.170447761,0.445970149,0.24
"Census Tract 35.01, Multnomah County, Oregon",2019.0,761.0,0.0,0.018396846,0.038107753,0.533508541,0.399474376,0.010512484,0.0,0.0,2812.0,0.013157895,0.012802276,0.0,0.145092461,0.269203414,0.383357041,0.176386913
"Census Tract 35.02, Multnomah County, Oregon",2019.0,578.0,0.0,0.0,0.019031142,0.37716263,0.551903114,0.051903114,0.0,0.0,2161.0,0.009717723,0.0,0.0,0.151318834,0.169828783,0.417399352,0.251735308
"Census Tract 36.01, Multnomah County, Oregon",2019.0,1356.0,0.033185841,0.025073746,0.151917404,0.570058997,0.219764012,0.0,0.0,0.0,3846.0,0.005200208,0.0,0.0,0.126885075,0.30551222,0.327613105,0.234789392
"Census Tract 36.02, Multnomah County, Oregon",2019.0,1895.0,0.010026385,0.0,0.033773087,0.512401055,0.443799472,0.0,0.0,0.0,4732.0,0.025570583,0.000211327,0.000211327,0.114116653,0.297548605,0.349323753,0.213017751
"Census Tract 36.03, Multnomah County, Oregon",2019.0,535.0,0.022429907,0.011214953,0.076635514,0.543925234,0.323364486,0.011214953,0.0,0.011214953,1342.0,0.017138599,0.008196721,0.0,0.198956781,0.252608048,0.32414307,0.198956781
"Census Tract 37.01, Multnomah County, Oregon",2019.0,1077.0,0.0,0.0,0.08913649,0.754874652,0.155988858,0.0,0.0,0.0,3598.0,0.010005559,0.01778766,0.053918844,0.185658699,0.238187882,0.346859366,0.14758199
"Census Tract 37.02, Multnomah County, Oregon",2019.0,625.0,0.0,0.0,0.0256,0.4496,0.5152,0.0,0.0,0.0096,2070.0,0.0,0.0,0.0,0.117874396,0.302415459,0.374879227,0.204830918
"Census Tract 38.01, Multnomah County, Oregon",2019.0,830.0,0.01686747,0.0,0.046987952,0.731325301,0.195180723,0.009638554,0.0,0.0,2542.0,0.021243116,0.0,0.003540519,0.120377655,0.332808812,0.317466562,0.204563336
"Census Tract 38.02, Multnomah County, Oregon",2019.0,862.0,0.011600928,0.0,0.048723898,0.711136891,0.211136891,0.0,0.0,0.017401392,2636.0,0.012518968,0.0,0.015174507,0.178679818,0.197268589,0.359256449,0.237101669
"Census Tract 38.03, Multnomah County, Oregon",2019.0,961.0,0.0,0.0,0.060353798,0.630593132,0.30905307,0.0,0.0,0.0,3474.0,0.003742084,0.007484168,0.015256189,0.134427173,0.30771445,0.404720783,0.126655153
"Census Tract 39.01, Multnomah County, Oregon",2019.0,2120.0,0.0,0.0,0.160849057,0.752358491,0.086792453,0.0,0.0,0.0,5803.0,0.007237636,0.003274169,0.024814751,0.234189212,0.290884026,0.299672583,0.139927624
"Census Tract 39.02, Multnomah County, Oregon",2019.0,1010.0,0.00990099,0.0,0.023762376,0.621782178,0.32970297,0.010891089,0.0,0.003960396,2829.0,0.003181336,0.0,0.004595263,0.136797455,0.269353128,0.354188759,0.231884058
"Census Tract 40.01, Multnomah County, Oregon",2019.0,1440.0,0.0,0.021527778,0.198611111,0.736111111,0.04375,0.0,0.0,0.0,4747.0,0.008005056,0.024647146,0.023383189,0.332841795,0.286286075,0.250684643,0.074152096
"Census Tract 40.02, Multnomah County, Oregon",2019.0,1137.0,0.007915567,0.0,0.013192612,0.653474055,0.325417766,0.0,0.0,0.0,3109.0,0.002573175,0.003538115,0.00707623,0.16854294,0.223866195,0.333226118,0.261177227
"Census Tract 41.01, Multnomah County, Oregon",2019.0,1528.0,0.015052356,0.0,0.244109948,0.648560209,0.092277487,0.0,0.0,0.0,5560.0,0.006834532,0.029496403,0.026079137,0.244064748,0.340647482,0.251079137,0.101798561
"Census Tract 41.02, Multnomah County, Oregon",2019.0,1560.0,0.007692308,0.0,0.145512821,0.741666667,0.094871795,0.0,0.0,0.01025641,4287.0,0.023326335,0.002332634,0.006064847,0.218801026,0.221366923,0.344763238,0.183344997
"Census Tract 42, Multnomah County, Oregon",2019.0,793.0,0.0,0.0,0.196721311,0.764186633,0.039092055,0.0,0.0,0.0,2953.0,0.0,0.0,0.002370471,0.24483576,0.24246529,0.322384016,0.187944463
"Census Tract 43, Multnomah County, Oregon",2019.0,360.0,0.030555556,0.0,0.066666667,0.458333333,0.363888889,0.080555556,0.0,0.0,799.0,0.010012516,0.0,0.0,0.186483104,0.232790989,0.299123905,0.271589487
"Census Tract 45, Multnomah County, Oregon",2019.0,529.0,0.0,0.0,0.0,0.206049149,0.578449905,0.202268431,0.0,0.013232514,2194.0,0.0,0.0,0.0,0.062443026,0.184594348,0.374658159,0.378304467
"Census Tract 46.01, Multnomah County, Oregon",2019.0,1262.0,0.0,0.0,0.011093502,0.160063391,0.514263074,0.240095087,0.061014263,0.013470681,2660.0,0.009398496,0.0,0.0,0.067293233,0.106766917,0.348496241,0.468045113
"Census Tract 46.02, Multnomah County, Oregon",2019.0,712.0,0.0,0.0,0.049157303,0.094101124,0.411516854,0.254213483,0.092696629,0.098314607,1641.0,0.005484461,0.002437538,0.0,0.03229738,0.104204753,0.422303473,0.433272395
"Census Tract 47, Multnomah County, Oregon",2019.0,749.0,0.0,0.0,0.0,0.20694259,0.571428571,0.152202937,0.06141522,0.008010681,3911.0,0.0,0.0,0.004091025,0.090002557,0.154947584,0.403221682,0.347737152
"Census Tract 48, Multnomah County, Oregon",2019.0,358.0,0.0,0.0,0.094972067,0.636871508,0.175977654,0.030726257,0.0,0.061452514,2499.0,0.0,0.0,0.003201281,0.095638255,0.18847539,0.511004402,0.201680672
"Census Tract 49, Multnomah County, Oregon",2019.0,445.0,0.0,0.0,0.026966292,0.346067416,0.46741573,0.105617978,0.053932584,0.0,4298.0,0.0,0.0,0.000930665,0.131689158,0.211028385,0.418799442,0.23755235
"Census Tract 50, Multnomah County, Oregon",2019.0,716.0,0.0,0.0,0.104748603,0.547486034,0.273743017,0.055865922,0.011173184,0.00698324,3315.0,0.0,0.0,0.004223228,0.04826546,0.139668175,0.426546003,0.381297134
"Census Tract 51, Multnomah County, Oregon",2019.0,1492.0,0.0,0.014075067,0.0,0.428284182,0.443699732,0.070375335,0.018096515,0.025469169,8283.0,0.0,0.0,0.002414584,0.168175782,0.222021007,0.407823252,0.199565375
"Census Tract 52, Multnomah County, Oregon",2019.0,413.0,0.0,0.0,0.254237288,0.583535109,0.162227603,0.0,0.0,0.0,3799.0,0.006054225,0.00552777,0.001579363,0.089497236,0.288233746,0.408791787,0.200315873
"Census Tract 55, Multnomah County, Oregon",2019.0,275.0,0.04,0.0,0.105454545,0.461818182,0.312727273,0.0,0.050909091,0.029090909,1944.0,0.023148148,0.0,0.00308642,0.152777778,0.247942387,0.312242798,0.260802469
"Census Tract 56, Multnomah County, Oregon",2019.0,297.0,0.0,0.0,0.272727273,0.437710438,0.28956229,0.0,0.0,0.0,3285.0,0.021004566,0.0,0.011567732,0.143683409,0.337290715,0.229223744,0.257229833
"Census Tract 57, Multnomah County, Oregon",2019.0,655.0,0.025954198,0.0,0.047328244,0.604580153,0.232061069,0.064122137,0.025954198,0.0,3414.0,0.012595196,0.005272408,0.009373169,0.06473345,0.207967194,0.368482718,0.331575864
"Census Tract 58, Multnomah County, Oregon",2019.0,1309.0,0.008403361,0.010695187,0.051948052,0.0710466,0.605805959,0.177998472,0.034377387,0.039724981,3669.0,0.0,0.0,0.000272554,0.04769692,0.147451622,0.342600164,0.461978741
"Census Tract 59, Multnomah County, Oregon",2019.0,1932.0,0.0,0.0,0.026397516,0.408902692,0.49378882,0.056418219,0.007246377,0.007246377,7486.0,0.0,0.005209725,0.003072402,0.050093508,0.180870959,0.387389794,0.373363612
"Census Tract 60.01, Multnomah County, Oregon",2019.0,425.0,0.0,0.0,0.042352941,0.294117647,0.583529412,0.054117647,0.025882353,0.0,1214.0,0.0,0.0,0.0,0.05107084,0.172981878,0.396210873,0.379736409
"Census Tract 60.02, Multnomah County, Oregon",2019.0,628.0,0.01910828,0.0,0.050955414,0.302547771,0.621019108,0.006369427,0.0,0.0,1731.0,0.0,0.0,0.0,0.095898325,0.183131138,0.408434431,0.312536106
"Census Tract 61, Multnomah County, Oregon",2019.0,822.0,0.01216545,0.0,0.020681265,0.183698297,0.761557178,0.010948905,0.0,0.010948905,1969.0,0.007110208,0.0,0.002031488,0.118842052,0.128999492,0.36515998,0.37785678
"Census Tract 62, Multnomah County, Oregon",2019.0,1009.0,0.0,0.0,0.004955401,0.486620416,0.492566898,0.008919722,0.0,0.006937562,2414.0,0.0,0.0,0.00041425,0.051781276,0.212096106,0.418806959,0.316901408
"Census Tract 63, Multnomah County, Oregon",2019.0,1476.0,0.008130081,0.008807588,0.024390244,0.37195122,0.312330623,0.123306233,0.064363144,0.086720867,3280.0,0.008231707,0.0,0.0,0.067073171,0.181097561,0.361280488,0.382317073
"Census Tract 64.02, Multnomah County, Oregon",2019.0,1969.0,0.014220416,0.0,0.033011681,0.379380396,0.540883697,0.022346369,0.01015744,0.0,4125.0,0.0,0.0,0.0,0.077575758,0.127272727,0.424727273,0.370424242
"Census Tract 64.03, Multnomah County, Oregon",2019.0,964.0,0.0,0.010373444,0.102697095,0.633817427,0.253112033,0.0,0.0,0.0,3004.0,0.020972037,0.0,0.023968043,0.159786951,0.312583222,0.344873502,0.137816245
"Census Tract 64.04, Multnomah County, Oregon",2019.0,1270.0,0.011023622,0.01496063,0.317322835,0.266929134,0.379527559,0.01023622,0.0,0.0,3058.0,0.002616089,0.004905167,0.0,0.104316547,0.257030739,0.368214519,0.262916939
"Census Tract 65.01, Multnomah County, Oregon",2019.0,2135.0,0.006557377,0.0,0.026229508,0.599531616,0.346135831,0.021545667,0.0,0.0,4585.0,0.0,0.0,0.004798255,0.116466739,0.210687023,0.353326063,0.314721919
"Census Tract 65.02, Multnomah County, Oregon",2019.0,1167.0,0.0,0.0,0.163667524,0.515852614,0.293059126,0.013710368,0.0,0.013710368,3407.0,0.0,0.0,0.000293513,0.135016143,0.231288524,0.31758145,0.31582037
"Census Tract 66.01, Multnomah County, Oregon",2019.0,878.0,0.0,0.0,0.028473804,0.468109339,0.486332574,0.009111617,0.007972665,0.0,1993.0,0.0,0.002007025,0.0,0.075263422,0.219267436,0.383341696,0.320120421
"Census Tract 66.02, Multnomah County, Oregon",2019.0,1269.0,0.0,0.0,0.115051221,0.531914894,0.353033885,0.0,0.0,0.0,4234.0,0.0,0.0,0.015588096,0.102975909,0.211620217,0.404818139,0.264997638
"Census Tract 67.01, Multnomah County, Oregon",2019.0,889.0,0.015748031,0.0,0.014623172,0.579302587,0.383577053,0.0,0.006749156,0.0,2428.0,0.003294893,0.0,0.0,0.132207578,0.223640857,0.42339374,0.217462932
"Census Tract 67.02, Multnomah County, Oregon",2019.0,946.0,0.0,0.0,0.036997886,0.50845666,0.454545455,0.0,0.0,0.0,2581.0,0.015110422,0.0,0.028283611,0.103060829,0.224719101,0.352189074,0.276636962
"Census Tract 68.01, Multnomah County, Oregon",2019.0,675.0,0.020740741,0.0,0.017777778,0.146666667,0.755555556,0.059259259,0.0,0.0,1757.0,0.0,0.0,0.00569152,0.138303927,0.17985202,0.311326124,0.364826409
"Census Tract 68.02, Multnomah County, Oregon",2019.0,1152.0,0.0,0.0,0.0078125,0.178819444,0.754340278,0.039930556,0.009548611,0.009548611,2595.0,0.015799615,0.0,0.002312139,0.06628131,0.203853565,0.271676301,0.440077071
"Census Tract 69, Multnomah County, Oregon",2019.0,1042.0,0.0,0.00671785,0.031669866,0.177543186,0.455854127,0.1756238,0.06621881,0.086372361,2060.0,0.0,0.0,0.0,0.05631068,0.180097087,0.384951456,0.378640777
"Census Tract 70, Multnomah County, Oregon",2019.0,2648.0,0.0,0.0,0.013595166,0.187311178,0.58194864,0.121223565,0.064954683,0.030966767,5850.0,0.0,0.0,0.0,0.044273504,0.158803419,0.355897436,0.441025641
"Census Tract 71, Multnomah County, Oregon",2019.0,901.0,0.027746948,0.013318535,0.129855716,0.233074362,0.43618202,0.126526082,0.025527192,0.007769145,2051.0,0.0,0.010238908,0.0,0.196977084,0.348610434,0.314480741,0.129692833
"Census Tract 72.01, Multnomah County, Oregon",2019.0,882.0,0.223356009,0.115646259,0.231292517,0.30952381,0.111111111,0.009070295,0.0,0.0,2105.0,0.013776722,0.009976247,0.003800475,0.272684086,0.371971496,0.175771971,0.152019002
"Census Tract 72.02, Multnomah County, Oregon",2019.0,819.0,0.106227106,0.06959707,0.244200244,0.449328449,0.118437118,0.012210012,0.0,0.0,2510.0,0.03187251,0.0,0.008366534,0.253784861,0.349003984,0.261752988,0.095219124
"Census Tract 73, Multnomah County, Oregon",2019.0,78.0,0.0,0.153846154,0.282051282,0.423076923,0.141025641,0.0,0.0,0.0,1057.0,0.0,0.002838221,0.087984863,0.491958373,0.364238411,0.038789026,0.014191107
"Census Tract 74, Multnomah County, Oregon",2019.0,639.0,0.117370892,0.0,0.192488263,0.442879499,0.247261346,0.0,0.0,0.0,2493.0,0.036903329,0.0,0.021259527,0.255515443,0.308062575,0.243882872,0.134376254
"Census Tract 75, Multnomah County, Oregon",2019.0,1159.0,0.058671268,0.0,0.050043141,0.770491803,0.090595341,0.01553063,0.0,0.014667817,3888.0,0.013631687,0.002057613,0.005915638,0.21090535,0.29526749,0.31867284,0.153549383
"Census Tract 76, Multnomah County, Oregon",2019.0,843.0,0.09489917,0.0,0.284697509,0.569395018,0.051008304,0.0,0.0,0.0,2339.0,0.01496366,0.005557931,0.111158615,0.280461736,0.318939718,0.168448055,0.100470286
"Census Tract 77, Multnomah County, Oregon",2019.0,650.0,0.064615385,0.015384615,0.396923077,0.516923077,0.006153846,0.0,0.0,0.0,1561.0,0.019859065,0.022421525,0.02690583,0.33119795,0.297885971,0.191543882,0.110185778
"Census Tract 78, Multnomah County, Oregon",2019.0,491.0,0.00814664,0.0,0.154786151,0.737270876,0.099796334,0.0,0.0,0.0,1672.0,0.063995215,0.0,0.0,0.311004785,0.320574163,0.192583732,0.111842105
"Census Tract 79, Multnomah County, Oregon",2019.0,900.0,0.0,0.0,0.282222222,0.655555556,0.062222222,0.0,0.0,0.0,3071.0,0.048192771,0.0,0.015630088,0.297297297,0.358840768,0.206773038,0.073266037
"Census Tract 80.01, Multnomah County, Oregon",2019.0,671.0,0.0,0.010432191,0.268256334,0.658718331,0.04023845,0.0,0.0,0.022354694,2345.0,0.02217484,0.0,0.005970149,0.276332623,0.407249467,0.182515991,0.10575693
