Census Tract,Year,House Total,Under 50K,50K-100K,100K-250K,250K-500K,500K-1M,1M-1.5M,1.5M-2M,2M+,Education Total,No Formal Education,Elementary School,Middle School,High School,Some college/no degree,Bachelor's degree,Graduate Degree
"Census Tract 9.01, Multnomah County, Oregon",2019.0,1073.0,0.0,0.0,0.029822926,0.328984157,0.637465051,0.008529862882078802,0.0,0.0,3743.0,0.038224779646286115,0.0,0.04698163571903483,0.1278212075632548,0.3500120862031634,0.7669300253945536,0.6164822011813116
"Census Tract 9.02, Multnomah County, Oregon",2019.0,766.0,0.05123175258505847,0.0,0.016971279,0.788511749,0.176240209,0.0,0.0,0.0,3624.0,0.06579992100810314,0.11683565894816678,0.12422235487267164,0.31795277873533717,0.5813681860088846,0.5778532439684393,0.33253638693033194
"Census Tract 10, Multnomah County, Oregon",2019.0,1147.0,0.0,0.057482636791294076,0.030514385,0.517872711,0.441150828,0.0,0.0,0.0,4880.0,0.06678152119310274,0.0,0.05621506879249462,0.23050605792660445,0.4976754275365562,0.614946153032139,0.5092820224833731
"Census Tract 11.01, Multnomah County, Oregon",2019.0,162.0,0.1038188447202878,0.0,0.0,0.37654321,0.543209877,0.0988700575507517,0.0,0.0,2461.0,0.05813707589179596,0.0,0.04858981882024763,0.3146122996072262,0.5673651813552578,0.6104342095173505,0.3556228354363484
"Census Tract 11.02, Multnomah County, Oregon",2019.0,290.0,0.0,0.0,0.024137931,0.313793103,0.6,0.14202221035101883,0.0,0.0,1164.0,0.0,0.0,0.0,0.13334827425506207,0.4936453390006266,0.7308315089185521,0.5244487168360031
"Census Tract 12.01, Multnomah County, Oregon",2019.0,317.0,0.0,0.29465140041633126,0.141955836,0.249211356,0.511041009,0.10105330729669944,0.0,0.0,4339.0,0.04579759062871129,0.0,0.012969055866452214,0.18433419795872402,0.5213231541282917,0.7258251021709624,0.4311792539573642
"Census Tract 12.02, Multnomah County, Oregon",2019.0,1027.0,0.054588293183261236,0.04814940697211804,0.028237585,0.185978578,0.687439143,0.13145082712978398,0.0,0.06624062990365716,2882.0,0.0,0.04591131123817306,0.0,0.13749509677391644,0.3582131751267433,0.7140668527221203,0.6710984596228535
"Census Tract 13.01, Multnomah County, Oregon",2019.0,713.0,0.02752000287935337,0.0,0.053295933,0.465638149,0.471248247,0.0,0.0,0.0,3360.0,0.08043257017660767,0.01968993507631943,0.010467395504464672,0.1413043470321361,0.4503338375488955,0.7423048973872954,0.5221210650005811
"Census Tract 13.02, Multnomah County, Oregon",2019.0,819.0,0.0,0.04696053259022915,0.013431013,0.290598291,0.687423687,0.0,0.0,0.0,2724.0,0.07003198632110696,0.0,0.0,0.11195173400907706,0.36141217678514,0.7641227373046411,0.6302461492744489
"Census Tract 14, Multnomah County, Oregon",2019.0,1308.0,0.11358162701209078,0.0,0.029051988,0.490061162,0.440366972,0.0,0.0,0.0,4710.0,0.08100514975056283,0.0,0.05973750235835484,0.1888119640425656,0.5156382333505167,0.6463644617414912,0.49704415495892595
"Census Tract 15, Multnomah County, Oregon",2019.0,1037.0,0.0,0.0,0.037608486,0.31340405,0.609450338,0.063988361700338,0.06170106145243563,0.0,2602.0,0.015274079776951261,0.0,0.0,0.11860441713488387,0.5314674494733425,0.563443161494105,0.6802965134675519
"Census Tract 16.01, Multnomah County, Oregon",2019.0,1559.0,0.02337422457075399,0.0634373820939958,0.047466325,0.433611289,0.454778704,0.03962774898640913,0.14364592465882947,0.0,5021.0,0.033244621056647806,0.015811556592445552,0.11207474014204168,0.3589619256633308,0.5275683398155978,0.5695596978198837,0.3793013079873258
"Census Tract 16.02, Multnomah County, Oregon",2019.0,1148.0,0.19289686060643044,0.0,0.209930314,0.654181185,0.054006969,0.015945195509825864,0.032512195203751905,0.0,3419.0,0.06509553724874746,0.17802145457254331,0.02263088617826601,0.4625303610695441,0.6459173827741721,0.4907417629404314,0.2241971839119795
"Census Tract 17.01, Multnomah County, Oregon",2019.0,1876.0,0.0,0.0,0.10021322,0.722814499,0.176972281,0.0,0.0,0.0,5160.0,0.14017933111180247,0.03589979045054126,0.025900725539747253,0.30364004065833733,0.5630962628407147,0.5833308340606203,0.3821011700656314
"Census Tract 17.02, Multnomah County, Oregon",2019.0,872.0,0.0,0.0,0.262614679,0.714449541,0.02293578,0.0,0.0,0.0,3039.0,0.25632305382301246,0.004353950034422107,0.31478656225843615,0.40379415363214316,0.7071457294473141,0.4049958730597181,0.21452641012134657
"Census Tract 18.01, Multnomah County, Oregon",2019.0,698.0,0.0,0.0,0.034383954,0.697707736,0.267908309,0.0,0.0,0.0,3719.0,0.1346500970476077,0.15654532769012772,0.06998154437433035,0.3702257504381038,0.5582771713637207,0.5358380213686351,0.33785353211056923
"Census Tract 18.02, Multnomah County, Oregon",2019.0,851.0,0.0,0.0,0.055229142,0.293772033,0.601645123,0.11292796221296,0.0,0.0,3099.0,0.0,0.0,0.0,0.22627214932085413,0.5599553363251211,0.659977686782813,0.4328582750752625
"Census Tract 19, Multnomah County, Oregon",2019.0,1509.0,0.0,0.0,0.006626905,0.097415507,0.758117959,0.18802439620237496,0.16960636088830416,0.12484317454881777,3650.0,0.0,0.03987617568069833,0.011562891856015368,0.15159023285106765,0.29071247361288155,0.7329155819958841,0.7025534242091991
"Census Tract 20, Multnomah County, Oregon",2019.0,821.0,0.0,0.0,0.088915956,0.28501827,0.588306943,0.05016618763137001,0.08442874341070776,0.0,5658.0,0.02388241445141722,0.004677146036138516,0.0,0.14394393381290854,0.4092701990368701,0.8326905004817953,0.4822011734091254
"Census Tract 21, Multnomah County, Oregon",2019.0,172.0,0.0,0.0,0.0,0.389534884,0.610465116,0.0,0.0,0.0,2441.0,0.0,0.0,0.05763286015519653,0.2550985881703662,0.5523974256337463,0.7904270797393657,0.25089467307286756
"Census Tract 22.03, Multnomah County, Oregon",2019.0,707.0,0.0,0.05439982145456181,0.014144272,0.356435644,0.619519095,0.0,0.0,0.0,3596.0,0.06410185514589667,0.0,0.08215567762767012,0.23917879679013648,0.39361489231070784,0.6427522401136685,0.5702630041665498
"Census Tract 23.03, Multnomah County, Oregon",2019.0,161.0,0.0,0.0,0.080745342,0.49689441,0.422360248,0.0,0.0,0.0,2417.0,0.029597710050520618,0.0,0.0,0.22665539384232666,0.5665994613348069,0.7173997880903922,0.35555773766412135
"Census Tract 24.01, Multnomah County, Oregon",2019.0,904.0,0.0,0.0,0.033185841,0.107300885,0.762168142,0.19489650484702511,0.06488053304771729,0.0,2060.0,0.0,0.0,0.034146072829767365,0.16487969571138802,0.3849283403187969,0.5807732753515096,0.7566713846993736
"Census Tract 24.02, Multnomah County, Oregon",2019.0,571.0,0.0,0.0,0.056042032,0.471103327,0.430823117,0.09617382610984525,0.0,0.0,2959.0,0.0,0.0,0.0,0.19377874343041476,0.4401601416747716,0.6905917117349942,0.5581601664631688
"Census Tract 25.01, Multnomah County, Oregon",2019.0,1574.0,0.0,0.0,0.011435832,0.088310038,0.797331639,0.17444489950630887,0.11178907491010502,0.02992190988945686,3341.0,0.023791172125750094,0.023762302612070983,0.014737693615286523,0.12079174426379705,0.21498173275218632,0.6766410604427455,0.8710113177863473
"Census Tract 25.02, Multnomah County, Oregon",2019.0,762.0,0.06253654745825095,0.0,0.098425197,0.234908136,0.547244094,0.17115975001450506,0.0,0.11674693405811215,3939.0,0.06860965049070351,0.0,0.025000579960795074,0.15715752093415128,0.3695509959627462,0.846860232861652,0.47596800294448743
"Census Tract 26, Multnomah County, Oregon",2019.0,957.0,0.04100681613749181,0.0,0.0,0.175548589,0.756530825,0.1219382603493168,0.0,0.0,1937.0,0.0,0.0,0.0,0.042423290579183794,0.3203776093630346,0.754078050163732,0.7761623345423886
"Census Tract 27.01, Multnomah County, Oregon",2019.0,1175.0,0.021470619362168566,0.0,0.020425532,0.193191489,0.685957447,0.21226108806883567,0.0,0.0,2330.0,0.0,0.0,0.0,0.11834297443941358,0.2778481734767128,0.8420652528207626,0.6418558235932439
"Census Tract 27.02, Multnomah County, Oregon",2019.0,558.0,0.0,0.0,0.017921147,0.417562724,0.564516129,0.0,0.0,0.0,2600.0,0.06725763619137219,0.0814254655849714,0.0,0.3167558517796481,0.40148555184835205,0.6599444411766366,0.4695833123821673
"Census Tract 28.01, Multnomah County, Oregon",2019.0,1014.0,0.0,0.09211488598965001,0.00887574,0.451676529,0.507889546,0.03384815873168205,0.0,0.0,2229.0,0.1034142140631759,0.0,0.0,0.20317163072822841,0.4459683665476697,0.6853379213331708,0.5220387657381782
"Census Tract 28.02, Multnomah County, Oregon",2019.0,976.0,0.0,0.0,0.013319672,0.547131148,0.43954918,0.0,0.0,0.0,2626.0,0.009080689970667247,0.11085150489378764,0.0,0.2266962488857765,0.5127520073532046,0.6389360579227367,0.4852466214807405
"Census Tract 29.01, Multnomah County, Oregon",2019.0,1374.0,0.018360973784863895,0.03998822224269795,0.0713246,0.788209607,0.120815138,0.0,0.0,0.03046875940306431,3670.0,0.20142304961739227,0.02523745829222153,0.0,0.36671010574489726,0.5307642405321984,0.4862764479810826,0.4467962867603274
"Census Tract 29.02, Multnomah County, Oregon",2019.0,1830.0,0.07352416496334592,0.07205746859864522,0.050273224,0.719125683,0.183060109,0.0,0.04370491630714191,0.0,4314.0,0.2616378020508276,0.0,0.0,0.29926830631355245,0.5558670787945366,0.5949335705258676,0.3640696818122993
"Census Tract 29.03, Multnomah County, Oregon",2019.0,1265.0,0.08420405998636035,0.10858462576308037,0.167588933,0.776284585,0.006324111,0.0,0.0,0.0,3897.0,0.030595191598590425,0.2886038676343934,0.02888002177641999,0.5641798036944836,0.6207542628928426,0.4472684522716192,0.17794026689584816
"Census Tract 30, Multnomah County, Oregon",2019.0,1693.0,0.023179871021395244,0.0,0.030714708,0.479031305,0.481984643,0.0,0.0,0.0,3826.0,0.09764391394332884,0.0,0.03125445653621866,0.1770722062246454,0.510624880032434,0.597017106040861,0.5726431988792793
"Census Tract 31, Multnomah County, Oregon",2019.0,1385.0,0.07083668439151788,0.0,0.024548736,0.310469314,0.602166065,0.06277917127650672,0.0,0.05289684764542299,3945.0,0.0,0.0,0.01604735693260515,0.2240370316702351,0.3597642187126005,0.69370874433036,0.600440119496838
"Census Tract 32, Multnomah County, Oregon",2019.0,1281.0,0.056893698811816835,0.0,0.015612802,0.31459797,0.635441062,0.03215178762984337,0.0,0.0,3410.0,0.037295624523116966,0.0,0.04538123232236237,0.15797526458575634,0.2943226421492022,0.6656034160236822,0.752579352289751
"Census Tract 33.01, Multnomah County, Oregon",2019.0,603.0,0.0,0.0,0.028192371,0.64013267,0.331674959,0.0,0.0,0.0,2523.0,0.11971777657324235,0.27270915019404857,0.0,0.3365558606354394,0.5306481955905075,0.5574117935044884,0.3852524230077935
"Census Tract 33.02, Multnomah County, Oregon",2019.0,742.0,0.0,0.08145310360882549,0.0,0.467654987,0.493261456,0.05550733220809385,0.0,0.0,2642.0,0.018051394745737664,0.0,0.13045816086856166,0.31932330629960115,0.4820982974875699,0.5151781233080475,0.5294171085693341
"Census Tract 34.01, Multnomah County, Oregon",2019.0,867.0,0.038797352514184674,0.12674468469362418,0.011534025,0.411764706,0.523644752,0.0,0.0,0.08450073581349386,2700.0,0.14425291663657114,0.0,0.007815655778939681,0.2908212553629069,0.3986752883906516,0.598632209372053,0.5582880110516898
"Census Tract 34.02, Multnomah County, Oregon",2019.0,495.0,0.1585596914943293,0.0,0.018181818,0.486868687,0.438383838,0.0,0.0,0.0,3350.0,0.07355448536788735,0.0,0.06089212727804837,0.22948734610122618,0.32646608161133317,0.8071944653768968,0.4741423730536545
"Census Tract 35.01, Multnomah County, Oregon",2019.0,761.0,0.0,0.10107929992122705,0.038107753,0.533508541,0.399474376,0.0240539888155978,0.0,0.0,2812.0,0.10458724110844568,0.1693950878600643,0.0,0.26495145033742507,0.5156171205145575,0.693866355074057,0.3484687896059521
"Census Tract 35.02, Multnomah County, Oregon",2019.0,578.0,0.0,0.0,0.019031142,0.37716263,0.551903114,0.11876136255243741,0.0,0.0,2161.0,0.07724258617553097,0.0,0.0,0.2763213488512547,0.3252805258664055,0.7554820598234774,0.49732656798546926
"Census Tract 36.01, Multnomah County, Oregon",2019.0,1356.0,0.09302352328268484,0.13776473924294777,0.151917404,0.570058997,0.219764012,0.0,0.0,0.0,3846.0,0.04133453017447457,0.0,0.0,0.2317031802735978,0.5851609710952999,0.5929712688930222,0.4638483312112697
"Census Tract 36.02, Multnomah County, Oregon",2019.0,1895.0,0.02810504812846726,0.0,0.033773087,0.512401055,0.443799472,0.0,0.0,0.0,4732.0,0.20325110737732158,0.0027962024668272897,0.0014864933285657204,0.20838693142025255,0.5699079095751123,0.6322669817218779,0.42083642484038536
"Census Tract 36.03, Multnomah County, Oregon",2019.0,535.0,0.06287346992480787,0.0616192361391439,0.076635514,0.543925234,0.323364486,0.02566133313776791,0.0,0.058687957829477354,1342.0,0.13622838500185375,0.10845604906185699,0.0,0.3633123824429131,0.4838312872531518,0.5866905950565674,0.393057667826901
"Census Tract 37.01, Multnomah County, Oregon",2019.0,1077.0,0.0,0.0,0.08913649,0.754874652,0.155988858,0.0,0.0,0.0,3598.0,0.07953048808778143,0.23535988667366267,0.3792700501591175,0.3390289283728494,0.4562117100725224,0.6278065048235759,0.2915619789940863
"Census Tract 37.02, Multnomah County, Oregon",2019.0,625.0,0.0,0.0,0.0256,0.4496,0.5152,0.0,0.0,0.050236893116090864,2070.0,0.0,0.0,0.0,0.21524889689373988,0.5792296087621989,0.6785217304290232,0.4046625730636605
"Census Tract 38.01, Multnomah County, Oregon",2019.0,830.0,0.0472813537636424,0.0,0.046987952,0.731325301,0.195180723,0.022054318476445282,0.0,0.0,2542.0,0.16885367264191425,0.0,0.02490433249494942,0.2198200654992556,0.6374433324434391,0.5746062878047729,0.4041339398783837
"Census Tract 38.02, Multnomah County, Oregon",2019.0,862.0,0.032518663483886115,0.0,0.048723898,0.711136891,0.211136891,0.0,0.0,0.09106165312241654,2636.0,0.09950864668284069,0.0,0.10673886166828576,0.3262848848164974,0.37783719127778126,0.6502449052565564,0.46841644997767545
"Census Tract 38.03, Multnomah County, Oregon",2019.0,961.0,0.0,0.0,0.060353798,0.630593132,0.30905307,0.0,0.0,0.0,3474.0,0.029744441763371487,0.09902780536206857,0.10731342028154343,0.2454757070466256,0.5893789989220597,0.732534176991752,0.2502190616787237
"Census Tract 39.01, Multnomah County, Oregon",2019.0,2120.0,0.0,0.0,0.160849057,0.752358491,0.086792453,0.0,0.0,0.0,5803.0,0.05752929183483881,0.04332262055775855,0.17454921430541076,0.42764986509380876,0.5571429487510203,0.542399644830934,0.2764400654129979
"Census Tract 39.02, Multnomah County, Oregon",2019.0,1010.0,0.027753552299205852,0.0,0.023762376,0.621782178,0.32970297,0.024920288391942397,0.0,0.02072479068222852,2829.0,0.025287263295457073,0.0,0.03232349767187769,0.24980404808709283,0.5159038743132324,0.6410725170834507,0.4581085730559636
"Census Tract 40.01, Multnomah County, Oregon",2019.0,1440.0,0.0,0.11828183641367619,0.198611111,0.736111111,0.04375,0.0,0.0,0.0,4747.0,0.06362922959626975,0.3261221256415525,0.16447947706204763,0.6077980600119665,0.5483362912883217,0.4537327371312092,0.14649437818476002
"Census Tract 40.02, Multnomah County, Oregon",2019.0,1137.0,0.02218819559583112,0.0,0.013192612,0.653474055,0.325417766,0.0,0.0,0.0,3109.0,0.02045321642551675,0.04681505861020427,0.04977484508083022,0.3077740641337224,0.42878075404515653,0.6031306776288938,0.5159799591556375
"Census Tract 41.01, Multnomah County, Oregon",2019.0,1528.0,0.042193391718632685,0.0,0.244109948,0.648560209,0.092277487,0.0,0.0,0.0,5560.0,0.054325167220698106,0.3902857412026474,0.18344302036773075,0.4456834525595245,0.6524570813183469,0.45444676109478266,0.2011125470249467
"Census Tract 41.02, Multnomah County, Oregon",2019.0,1560.0,0.02156237632596332,0.0,0.145512821,0.741666667,0.094871795,0.0,0.0,0.05367189301300058,4287.0,0.18541241002617634,0.03086456981363105,0.042660685119610006,0.3995496993742263,0.42399378863162485,0.6240125672156094,0.36221513318789655
"Census Tract 42, Multnomah County, Oregon",2019.0,793.0,0.0,0.0,0.196721311,0.764186633,0.039092055,0.0,0.0,0.0,2953.0,0.0,0.0,0.016674108500373885,0.44709138751506683,0.46440441745113664,0.5835067526933891,0.3713018070379782
"Census Tract 43, Multnomah County, Oregon",2019.0,360.0,0.08565054822571412,0.0,0.066666667,0.458333333,0.363888889,0.18432203493087476,0.0,0.0,799.0,0.07958578670784121,0.0,0.0,0.3405343635891935,0.4458748039128362,0.5414065518047143,0.5365503494275194
"Census Tract 45, Multnomah County, Oregon",2019.0,529.0,0.0,0.0,0.0,0.206049149,0.578449905,0.4628175963951541,0.0,0.06924587411199751,2194.0,0.0,0.0,0.0,0.1140263952250251,0.35356166091943464,0.6781216030517266,0.7473757405007414
"Census Tract 46.01, Multnomah County, Oregon",2019.0,1262.0,0.0,0.0,0.011093502,0.160063391,0.514263074,0.5493701143685907,0.3253280498332132,0.07049220433312042,2660.0,0.07470516881376256,0.0,0.0,0.1228832949579942,0.2044953646455493,0.630769206348502,0.9246667523916079
"Census Tract 46.02, Multnomah County, Oregon",2019.0,712.0,0.0,0.0,0.049157303,0.094101124,0.411516854,0.5816749187781081,0.49425842509452056,0.514481292042654,1641.0,0.043593952144842865,0.03225262161761279,0.0,0.05897782430679803,0.19958793942260594,0.7643583923260338,0.8559700064330847
"Census Tract 47, Multnomah County, Oregon",2019.0,749.0,0.0,0.0,0.0,0.20694259,0.571428571,0.3482609575718866,0.32746595255404054,0.041919971373343745,3911.0,0.0,0.0,0.028776641742397215,0.16435249527697215,0.2967779119352756,0.7298208428527873,0.6869871602008307
"Census Tract 48, Multnomah County, Oregon",2019.0,358.0,0.0,0.0,0.094972067,0.636871508,0.175977654,0.07030584229409371,0.0,0.32158160182636225,2499.0,0.0,0.0,0.02251810156470398,0.1746437698785087,0.3609951910924066,0.9249047856735155,0.3984389684213989
"Census Tract 49, Multnomah County, Oregon",2019.0,445.0,0.0,0.0,0.026966292,0.346067416,0.46741573,0.2416682547662431,0.28756853746124833,0.0,4298.0,0.0,0.0,0.00654638221159443,0.24047585357184287,0.40419193279821286,0.758016186606545,0.4693068123061346
"Census Tract 50, Multnomah County, Oregon",2019.0,716.0,0.0,0.0,0.104748603,0.547486034,0.273743017,0.12782880458710413,0.05957541699959008,0.03654336265458442,3315.0,0.0,0.0,0.029706569662238853,0.08813692689520909,0.26751258890432694,0.7720372621850913,0.7532880331388221
"Census Tract 51, Multnomah County, Oregon",2019.0,1492.0,0.0,0.07733379508119845,0.0,0.428284182,0.443699732,0.16102830891195155,0.09649061783680793,0.13328040841756822,8283.0,0.0,0.0,0.0169844033524421,0.30710360169940615,0.42524658443998203,0.7381495658499947,0.3942600020076769
"Census Tract 52, Multnomah County, Oregon",2019.0,413.0,0.0,0.0,0.254237288,0.583535109,0.162227603,0.0,0.0,0.0,3799.0,0.04812279546232734,0.07314145428673993,0.011109382913132454,0.16342973519065754,0.5520667510837898,0.7399025892155201,0.3957426807688937
"Census Tract 55, Multnomah County, Oregon",2019.0,275.0,0.11212435241003517,0.0,0.105454545,0.461818182,0.312727273,0.0,0.27144727280917225,0.15223300896697145,1944.0,0.1839960674629175,0.0,0.021710158849327397,0.278985507458097,0.47489494185406605,0.5651514097177754,0.5152395897913007
"Census Tract 56, Multnomah County, Oregon",2019.0,297.0,0.0,0.0,0.272727273,0.437710438,0.28956229,0.0,0.0,0.0,3285.0,0.16695752691598925,0.0,0.08136847844637078,0.26237839886095415,0.6460277180756568,0.41488906354979077,0.5081815143283969
"Census Tract 57, Multnomah County, Oregon",2019.0,655.0,0.07275244107679575,0.0,0.047328244,0.604580153,0.232061069,0.14672014399548475,0.13838778353063255,0.0,3414.0,0.10011455486307883,0.0697625966190782,0.06593172280881773,0.11820890861341987,0.3983286992481172,0.6669442141443324,0.6550590291844826
"Census Tract 58, Multnomah County, Oregon",2019.0,1309.0,0.023555535254818637,0.05876344317317264,0.051948052,0.0710466,0.605805959,0.4072846393565495,0.1833002272119825,0.20788121088913963,3669.0,0.0,0.0,0.0019171696123727747,0.08709872341767044,0.2824205667422962,0.6200974590745919,0.9126820689919986
"Census Tract 59, Multnomah County, Oregon",2019.0,1932.0,0.0,0.0,0.026397516,0.408902692,0.49378882,0.12909253501094003,0.038637682106661686,0.037920361127906164,7486.0,0.0,0.06893319782371303,0.021611554963028752,0.09147510150158253,0.34643009046046724,0.7011655339745535,0.7376146208565164
"Census Tract 60.01, Multnomah County, Oregon",2019.0,425.0,0.0,0.0,0.042352941,0.294117647,0.583529412,0.12382851433252784,0.13800470599120104,0.0,1214.0,0.0,0.0,0.0,0.09325979471773231,0.33131978718353294,0.7171314594146716,0.750204675408888
"Census Tract 60.02, Multnomah County, Oregon",2019.0,628.0,0.053562588016740666,0.0,0.050955414,0.302547771,0.621019108,0.01457411262835374,0.0,0.0,1731.0,0.0,0.0,0.0,0.1751186803129609,0.3507591105516741,0.7392557840739292,0.6174442123491187
"Census Tract 61, Multnomah County, Oregon",2019.0,822.0,0.034101080075666555,0.0,0.020681265,0.183698297,0.761557178,0.025052579239411236,0.0,0.057295726064920095,1969.0,0.05651641379013888,0.0,0.014289671263309083,0.21701592089251065,0.2470783918545725,0.6609301440781821,0.7464912930983861
"Census Tract 62, Multnomah County, Oregon",2019.0,1009.0,0.0,0.0,0.004955401,0.486620416,0.492566898,0.02040953339156013,0.0,0.03630432923752642,2414.0,0.0,0.0,0.0029138721571704026,0.0945571126298733,0.4062369857169434,0.7580297921826353,0.6260682733881849
"Census Tract 63, Multnomah County, Oregon",2019.0,1476.0,0.02278950167915328,0.048392253163101986,0.024390244,0.37195122,0.312330623,0.2821413806171306,0.34318428329871453,0.45381113816809704,3280.0,0.0654307945718582,0.0,0.0,0.12248144261044769,0.3468641112219678,0.6539083636341417,0.7553030177131136
"Census Tract 64.02, Multnomah County, Oregon",2019.0,1969.0,0.039861373375032566,0.0,0.033011681,0.379380396,0.540883697,0.05113152229246878,0.054159469999627355,0.0,4125.0,0.0,0.0,0.0,0.1416600797275408,0.24377104302167354,0.7687454078013242,0.7318076214103384
"Census Tract 64.03, Multnomah County, Oregon",2019.0,964.0,0.0,0.0569956642183151,0.102697095,0.633817427,0.253112033,0.0,0.0,0.0,3004.0,0.16669896592534322,0.0,0.16859339326388165,0.2917848668404975,0.5987043717387727,0.6242121422112226,0.27226883937351604
"Census Tract 64.04, Multnomah County, Oregon",2019.0,1270.0,0.030900411949075418,0.08219941650761804,0.317322835,0.266929134,0.379527559,0.023421859324018805,0.0,0.0,3058.0,0.020794323940429116,0.06490339646897848,0.0,0.1904910856935714,0.4923022615415598,0.6664587808728342,0.5194169223894289
"Census Tract 65.01, Multnomah County, Oregon",2019.0,2135.0,0.01838104124083648,0.0,0.026229508,0.599531616,0.346135831,0.0492994075465508,0.0,0.0,4585.0,0.0,0.0,0.03375136185275479,0.21267839280857154,0.40353810716919203,0.6395110595776866,0.6217624896944168
"Census Tract 65.02, Multnomah County, Oregon",2019.0,1167.0,0.0,0.0,0.163667524,0.515852614,0.293059126,0.03137118101960773,0.0,0.07174648872898673,3407.0,0.0,0.0,0.002064597123639243,0.24655121748066,0.44299706671974876,0.5748142321211047,0.6239325820436801
"Census Tract 66.01, Multnomah County, Oregon",2019.0,878.0,0.0,0.0,0.028473804,0.468109339,0.486332574,0.02084861517125836,0.04251024971691479,0.0,1993.0,0.0,0.026556229237078278,0.0,0.13743755312178255,0.41997254898457587,0.6938385810198989,0.6324277336494789
